Location,Filename,Year,Month,Day,Hour,AQI,AQI_Class,Date,PM2.5,PM10,CO,NO2,SO2,O3
Tamil Nadu,TN_Good_2023-02-22-09.30-2-151.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
Tamil Nadu,TN_UnFSG_2023-03-09-09.00-2-86.jpg,2023,3,9,12,134,c_Unhealthy_for_Sensitive_Groups,2023-03-09,10.4,15.2,234.0,12.8,0.9,62.0
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-3-37.jpg,2023,2,13,12,91,b_Moderate,2023-02-13,40.7,59.3,429.0,13.7,9.2,101.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-4.jpg,2023,2,16,12,268,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-3-27.jpg,2023,2,16,12,268,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-4-323.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-3-47.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Bengaluru,BENGR_Mod_2023-02-25-08.30-1-66.jpg,2023,2,25,12,73,b_Moderate,2023-02-25,19.2,27.9,256.0,7.8,9.3,142.0
Bengaluru,BENGR_Good_2023-02-28-08.30-1-621.jpg,2023,2,28,12,37,a_Good,2023-02-28,27.2,39.7,398.0,7.6,7.8,127.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-147.jpg,2023,2,16,12,245,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Tamil Nadu,TN_Good_2023-02-23-08.30-1-126.jpg,2023,2,23,12,43,a_Good,2023-02-23,2.9,4.1,131.0,0.9,1.6,95.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-15-08.30-4.jpg,2023,2,15,12,134,c_Unhealthy_for_Sensitive_Groups,2023-02-15,68.9,104.8,389.0,56.2,16.2,190.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2609.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
Bengaluru,BENGR_Mod_2023-03-13-08.30-1-281.jpg,2023,3,13,12,53,b_Moderate,2023-03-13,27.1,39.7,365.0,8.1,8.5,111.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-03- 10.00-1-14.jpg,2023,2,3,12,163,d_Unhealthy,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Knowledge park, Greater Noida",UP_VUN_2023-02-27-10.30-1-125.jpg,2023,2,27,12,299,e_Very_Unhealthy,2023-02-27,44.7,71.7,613.0,101.2,20.5,98.0
Bengaluru,BENGR_Good_2023-02-28-08.30-1-166.jpg,2023,2,28,12,37,a_Good,2023-02-28,27.2,39.7,398.0,7.6,7.8,127.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-192.jpg,2023,2,16,12,245,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-15.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
Bengaluru,BENGR_Good_2023-03-21-08.30-1-232.jpg,2023,3,21,12,47,a_Good,2023-03-21,9.1,13.8,245.0,15.6,3.6,110.0
Bengaluru,BENGR_Good_2023-02-28-08.30-1-596.jpg,2023,2,28,12,37,a_Good,2023-02-28,27.2,39.7,398.0,7.6,7.8,127.0
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-2-13.jpg,2023,2,13,12,91,b_Moderate,2023-02-13,40.7,59.3,429.0,13.7,9.2,101.0
Mumbai,MH_VUN_2023-02-25-10.00-1-276.jpg,2023,2,25,12,206,e_Very_Unhealthy,2023-02-25,64.3,98.3,654.0,37.4,50.9,173.0
"Knowledge park, Greater Noida",UP_VUN_2023-03-02-09.00-1-325.jpg,2023,3,2,12,223,e_Very_Unhealthy,2023-03-02,20.5,48.2,338.0,56.9,14.0,72.0
Mumbai,MH_Good_2023-03-22-18.00-1-415.jpg,2023,3,22,12,47,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-71.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Bengaluru,BENGR_Good_2023-02-27-08.30-1-246.jpg,2023,2,27,12,47,a_Good,2023-02-27,10.8,15.8,277.0,6.9,7.3,131.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-81.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Mumbai,MH_UH_2023-02-02- 09.30-1-65.jpg,2023,2,2,12,182,d_Unhealthy,2023-02-02,122.9,179.7,829.0,44.0,61.7,239.0
Mumbai,MH_UN_2023-03-12-13.00-5.jpg,2023,3,12,12,156,d_Unhealthy,2023-03-12,240.3,345.5,1730.0,61.2,111.6,478.0
"Dimapur, Nagaland",Dimapur_UHFSG_2023-02-02- 09.00-2-41.jpg,2023,2,2,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-02,39.6,56.9,296.0,6.5,2.7,107.0
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-176.jpg,2023,3,8,12,106,c_Unhealthy_for_Sensitive_Groups,2023-03-08,16.9,24.7,244.0,5.9,5.7,120.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-64.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-3-376.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Mumbai,MH_UnFSG_2023-03-14-13.00-1-67.jpg,2023,3,14,12,138,c_Unhealthy_for_Sensitive_Groups,2023-03-14,160.7,240.3,1639.0,42.4,85.0,345.0
Mumbai,MH_UN_2023-03-12-13.00-1-127.jpg,2023,3,12,12,156,d_Unhealthy,2023-03-12,240.3,345.5,1730.0,61.2,111.6,478.0
Mumbai,MH_UnFSG_2023-02-15-10.30-1-29.jpg,2023,2,15,12,143,c_Unhealthy_for_Sensitive_Groups,2023-02-15,82.2,119.0,737.0,40.3,51.8,253.0
Mumbai,MH_UnFSG_2023-03-14-13.00-1-295.jpg,2023,3,14,12,138,c_Unhealthy_for_Sensitive_Groups,2023-03-14,160.7,240.3,1639.0,42.4,85.0,345.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.00-2-21.jpg,2023,2,16,12,268,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Bengaluru,BENGR_UHFSG_2023-02-03-08.30-1-50.jpg,2023,2,3,12,136,c_Unhealthy_for_Sensitive_Groups,2023-02-03,19.7,31.1,321.0,13.6,3.8,86.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-1-6.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
"Biratnagar, Nepal",BRI_Un_2023-02-09-08.00-10.jpg,2023,2,9,12,171,d_Unhealthy,2023-02-09,94.8,138.8,596.0,11.1,12.4,122.0
"Knowledge park, Greater Noida",UP_VU_2023-02-16-16.00-4.jpg,2023,2,16,12,260,e_Very_Unhealthy,2023-02-16,57.5,88.7,480.0,90.9,20.4,80.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-1-12.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2137.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 15.00-2-90.jpg,2023,2,2,12,156,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-4.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-1-226.jpg,2023,2,22,12,450,f_Severe,2023-02-22,2.4,4.2,128.0,0.1,0.0,83.0
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-36.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
Mumbai,MH_Good_2023-03-22-11.00-1-253.jpg,2023,3,22,12,49,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-481.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
Tamil Nadu,TN_Good_2023-02-20-08.30-1-49.jpg,2023,2,20,12,37,a_Good,2023-02-20,2.1,3.0,150.0,2.1,0.4,78.0
Tamil Nadu,TN_Good_2023-02-20-16.30-2-81.jpg,2023,2,20,12,43,a_Good,2023-02-20,2.1,3.0,150.0,2.1,0.4,78.0
Mumbai,MH_UH_2023-02-10-14.30-1-35.jpg,2023,2,10,12,160,d_Unhealthy,2023-02-10,74.7,110.8,581.0,28.9,36.7,198.0
Tamil Nadu,TN_Good_2023-02-20-08.30-1-51.jpg,2023,2,20,12,37,a_Good,2023-02-20,2.1,3.0,150.0,2.1,0.4,78.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-3633.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"ITO, Delhi",DL_VUNH_2023-02-04-17.00-1-75.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
Tamil Nadu,TN_Good_2023-02-27-16.30-1-151.jpg,2023,2,27,12,43,a_Good,2023-02-27,5.9,9.2,177.0,7.1,1.1,74.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-1-39.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-03-06-11.30-1-293.jpg,2023,3,6,12,104,c_Unhealthy_for_Sensitive_Groups,2023-03-06,57.3,103.8,710.0,101.0,20.8,124.0
Bengaluru,BENGR_UHFSG_2023-02-14-08.30-1-2.jpg,2023,2,14,12,102,c_Unhealthy_for_Sensitive_Groups,2023-02-14,18.2,26.3,268.0,8.6,13.0,152.0
Bengaluru,BENGR_UHFSG_2023-02-15-14.30-1-28.jpg,2023,2,15,12,103,c_Unhealthy_for_Sensitive_Groups,2023-02-15,18.6,26.8,278.0,7.8,11.8,147.0
Tamil Nadu,TN_UNH_2023-02-03-12.30-1-32.jpg,2023,2,3,12,150,d_Unhealthy,2023-02-03,26.3,38.1,500.0,65.8,1.9,18.0
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-336.jpg,2023,3,8,12,106,c_Unhealthy_for_Sensitive_Groups,2023-03-08,16.9,24.7,244.0,5.9,5.7,120.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-3-30.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-100.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Mumbai,MH_UnFSG_2023-03-10-16.00-1-221.jpg,2023,3,10,12,141,c_Unhealthy_for_Sensitive_Groups,2023-03-10,51.1,75.7,577.0,42.8,39.8,185.0
Tamil Nadu,TN_Good_2023-02-23-08.30-1-46.jpg,2023,2,23,12,43,a_Good,2023-02-23,2.9,4.1,131.0,0.9,1.6,95.0
Bengaluru,BENGR_Good_2023-03-25-08.30-1-36.jpg,2023,3,25,12,32,a_Good,2023-03-25,26.6,39.9,248.0,8.4,5.4,133.0
Bengaluru,BENGR_UnFSG_2023-03-08-08.30-1-261.jpg,2023,3,8,12,106,c_Unhealthy_for_Sensitive_Groups,2023-03-08,16.9,24.7,244.0,5.9,5.7,120.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-93.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Bengaluru,BENGR_Mod_2023-03-01-08.30-1-116.jpg,2023,3,1,12,70,b_Moderate,2023-03-01,17.0,25.4,362.0,6.3,6.0,122.0
"ITO, Delhi",DEL_SEV_2023-02-16-18.00-2-94.jpg,2023,2,16,12,330,f_Severe,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"ITO, Delhi",DEL_SEV_2023-02-17-13.00-1-39.jpg,2023,2,17,12,372,f_Severe,2023-02-17,0.2,0.3,91.0,0.1,0.0,49.0
"ITO, Delhi",DEL_SEV_2023-02-22-14.00-1-171.jpg,2023,2,22,12,450,f_Severe,2023-02-22,2.4,4.2,128.0,0.1,0.0,83.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-636.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Tamil Nadu,TN_Good_2023-02-20-16.30-2-36.jpg,2023,2,20,12,43,a_Good,2023-02-20,2.1,3.0,150.0,2.1,0.4,78.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-2-376.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Tamil Nadu,TN_Good_2023-02-22-09.30-2-86.jpg,2023,2,22,12,36,a_Good,2023-02-22,8.3,12.4,216.0,13.8,2.4,52.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-1-9.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-20-08.30-1-8.jpg,2023,2,20,12,331,f_Severe,2023-02-20,26.1,49.7,219.0,20.0,5.1,100.0
Mumbai,MH_UnFSG_2023-02-15-10.30-1-64.jpg,2023,2,15,12,143,c_Unhealthy_for_Sensitive_Groups,2023-02-15,82.2,119.0,737.0,40.3,51.8,253.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2825.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-2-118.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Mumbai,MH_UH_2023-02-19-12.00-1-44.jpg,2023,2,19,12,160,d_Unhealthy,2023-02-19,143.0,205.8,1159.0,48.0,73.1,327.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-38.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"ITO, Delhi",DEL_SEV_2023-02-07-14.00-2-36.jpg,2023,2,7,12,449,f_Severe,2023-02-07,3.0,5.3,89.0,0.3,0.1,54.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-41.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
Bengaluru,BENGR_Mod_2023-03-13-08.30-1-197.jpg,2023,3,13,12,53,b_Moderate,2023-03-13,27.1,39.7,365.0,8.1,8.5,111.0
Tamil Nadu,TN_Good_2023-02-27-16.30-1-46.jpg,2023,2,27,12,43,a_Good,2023-02-27,5.9,9.2,177.0,7.1,1.1,74.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-15.00-1-23.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"ITO, Delhi",DEL_UnH_2023-02-15-11.30-1-45.jpg,2023,2,15,12,179,d_Unhealthy,2023-02-15,2.5,3.7,124.0,1.0,0.0,54.0
Mumbai,MH_UnFSG_2023-02-17-13.00-5.jpg,2023,2,17,12,140,c_Unhealthy_for_Sensitive_Groups,2023-02-17,64.3,96.9,620.0,42.0,43.7,225.0
Tamil Nadu,TN_UNH_2023-02-03-12.30-1-20.jpg,2023,2,3,12,150,d_Unhealthy,2023-02-03,26.3,38.1,500.0,65.8,1.9,18.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-1-38.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
Tamil Nadu,TN_UN_2023-03-06-09.00-1-66.jpg,2023,3,6,12,161,d_Unhealthy,2023-03-06,15.6,22.5,298.0,24.2,0.8,36.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-3-26.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-2-26.jpg,2023,2,10,12,63,b_Moderate,2023-02-10,95.7,140.2,322.0,4.6,4.8,113.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-2809.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-441.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Mumbai,MH_UnFSG_2023-03-08-11.00-1-216.jpg,2023,3,8,12,124,c_Unhealthy_for_Sensitive_Groups,2023-03-08,97.1,144.8,836.0,49.2,63.9,264.0
Mumbai,MH_UnFSG_2023-02-15-10.30-1-16.jpg,2023,2,15,12,143,c_Unhealthy_for_Sensitive_Groups,2023-02-15,82.2,119.0,737.0,40.3,51.8,253.0
Mumbai,MH_UnFSG_2023-02-23-11.00-1-256.jpg,2023,2,23,12,130,c_Unhealthy_for_Sensitive_Groups,2023-02-23,70.5,109.9,662.0,40.6,61.8,226.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-2.jpg,2023,2,8,12,133,c_Unhealthy_for_Sensitive_Groups,2023-02-08,53.7,112.2,526.0,86.8,19.1,87.0
Mumbai,MH_UN_2023-03-15-15.00-6.jpg,2023,3,15,12,162,d_Unhealthy,2023-03-15,190.5,276.6,1537.0,57.3,103.4,404.0
Mumbai,MH_VUN_2023-03-05-08.30-2-141.jpg,2023,3,5,12,284,e_Very_Unhealthy,2023-03-05,278.5,401.4,1413.0,23.7,39.9,325.0
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-131.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
Mumbai,MH_Good_2023-03-22-11.00-1-260.jpg,2023,3,22,12,49,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-106.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-201.jpg,2023,3,9,12,51,b_Moderate,2023-03-09,32.7,47.8,341.0,6.8,6.3,123.0
Mumbai,MH_Good_2023-03-23-17.00-7.jpg,2023,3,23,12,47,a_Good,2023-03-23,18.4,34.5,257.0,17.2,19.2,71.0
"Knowledge park, Greater Noida",UP_UN_2023-03-01-08.30-1-57.jpg,2023,3,1,12,199,d_Unhealthy,2023-03-01,21.1,47.7,354.0,67.2,13.3,48.0
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-2-166.jpg,2023,3,2,12,119,c_Unhealthy_for_Sensitive_Groups,2023-03-02,8.6,16.2,185.0,2.6,1.1,86.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-2-61.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
Bengaluru,BENGR_Mod_2023-03-06-08.30-1-111.jpg,2023,3,6,12,68,b_Moderate,2023-03-06,12.6,18.6,218.0,6.5,8.2,129.0
"Biratnagar, Nepal",BIR_UNH_VF_2023-02-02- 12.00-3-61.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Biratnagar, Nepal",BRI_Un_2023-02-02- 12.00-18.jpg,2023,2,2,12,158,d_Unhealthy,2023-02-02,57.2,81.7,581.0,12.1,8.5,98.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-1-89.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-1-326.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
Tamil Nadu,TN_MOD_2023-02-09-08.30-2-40.jpg,2023,2,9,12,78,b_Moderate,2023-02-09,20.1,29.8,485.0,57.4,2.2,10.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-9.jpg,2023,2,24,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-24,132.7,224.4,1109.0,243.3,40.8,181.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-3-61.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-238.jpg,2023,2,16,12,245,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"New Ind Town, Faridabad",HAR_VUN_2022-10-02-10.00-1-737.jpg,2022,10,2,12,230,e_Very_Unhealthy,2022-10-02,16.6,23.7,513.0,2.0,1.8,93.0
"ITO, Delhi",DEL_SEV_2023-02-20-14.00-3-191.jpg,2023,2,20,12,363,f_Severe,2023-02-20,4.4,7.8,136.0,0.3,0.0,76.0
"ITO, Delhi",DEL_VUnH_2023-02-16-17.00-1-45.jpg,2023,2,16,12,293,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-121.jpg,2023,2,16,12,245,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
Tamil Nadu,TN_Good_2023-03-21-08.30-2-265.jpg,2023,3,21,12,27,a_Good,2023-03-21,8.3,12.3,214.0,11.7,1.2,58.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-4-260.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
Bengaluru,BENGR_Mod_2023-02-21-08.30-1-511.jpg,2023,2,21,12,56,b_Moderate,2023-02-21,26.0,37.8,303.0,8.9,11.2,152.0
Mumbai,MH_UnFSG_2023-03-10-16.00-1-406.jpg,2023,3,10,12,141,c_Unhealthy_for_Sensitive_Groups,2023-03-10,51.1,75.7,577.0,42.8,39.8,185.0
Bengaluru,BENGR_Mod_2023-03-04-08.30-1-266.jpg,2023,3,4,12,71,b_Moderate,2023-03-04,17.8,26.3,251.0,6.2,6.9,118.0
Mumbai,MH_Good_2023-03-22-18.00-1-25.jpg,2023,3,22,12,47,a_Good,2023-03-22,16.2,31.8,249.0,15.6,16.8,76.0
Mumbai,MH_UnFSG_2023-03-08-11.00-1-196.jpg,2023,3,8,12,124,c_Unhealthy_for_Sensitive_Groups,2023-03-08,97.1,144.8,836.0,49.2,63.9,264.0
"Biratnagar, Nepal",BIR_MOD_2023-02-13-09.30-1-8.jpg,2023,2,13,12,91,b_Moderate,2023-02-13,40.7,59.3,429.0,13.7,9.2,101.0
Tamil Nadu,TN_Good_2023-02-23-08.30-2-171.jpg,2023,2,23,12,43,a_Good,2023-02-23,2.9,4.1,131.0,0.9,1.6,95.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-08-08.30-1-71.jpg,2023,2,8,12,133,c_Unhealthy_for_Sensitive_Groups,2023-02-08,53.7,112.2,526.0,86.8,19.1,87.0
Tamil Nadu,TN_UnFSG_2023-03-02-08.30-1-101.jpg,2023,3,2,12,119,c_Unhealthy_for_Sensitive_Groups,2023-03-02,8.6,16.2,185.0,2.6,1.1,86.0
"ITO, Delhi",DEL_VUnH_2023-02-16-14.30-1-285.jpg,2023,2,16,12,245,e_Very_Unhealthy,2023-02-16,2.0,3.3,115.0,0.6,0.0,52.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-99.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
"ITO, Delhi",DEL_VUH_2023-02-04-17.00-2-115.jpg,2023,2,4,12,281,e_Very_Unhealthy,2023-02-04,2.8,4.9,89.0,0.2,0.1,62.0
"Dimapur, Nagaland",Dimapur_MOD_2023-02-10-08.30-1-25.jpg,2023,2,10,12,63,b_Moderate,2023-02-10,95.7,140.2,322.0,4.6,4.8,113.0
"Knowledge park, Greater Noida",UP_SEV_2023-02-18-11.00-1-87.jpg,2023,2,18,12,320,f_Severe,2023-02-18,24.9,48.1,246.0,27.6,8.9,84.0
"Biratnagar, Nepal",BIR_UH_2023-03-16-12.30-3-120.jpg,2023,3,16,12,154,d_Unhealthy,2023-03-16,68.5,98.7,456.0,5.4,8.3,132.0
Bengaluru,BENGR_Mod_2023-03-09-08.30-1-226.jpg,2023,3,9,12,51,b_Moderate,2023-03-09,32.7,47.8,341.0,6.8,6.3,123.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-79.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
Mumbai,MH_UH_2023-02-14-11.30-1-17.jpg,2023,2,14,12,160,d_Unhealthy,2023-02-14,81.3,119.0,721.0,41.8,52.8,260.0
"Biratnagar, Nepal",BIR_UFSG_2023-02-14- 14.30-2-32.jpg,2023,2,14,12,101,c_Unhealthy_for_Sensitive_Groups,2023-02-14,43.3,62.6,471.0,15.4,7.5,101.0
Mumbai,MH_UN_2023-03-16-11.00-1-267.jpg,2023,3,16,12,159,d_Unhealthy,2023-03-16,59.3,90.6,871.0,64.4,81.4,199.0
"Knowledge park, Greater Noida",UP_UHFSG_2023-02-24-08.30-1-29.jpg,2023,2,24,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-24,132.7,224.4,1109.0,243.3,40.8,181.0
"Biratnagar, Nepal",BIR_UNFSG_VF_2023-02-03-16.00-2-102.jpg,2023,2,3,12,141,c_Unhealthy_for_Sensitive_Groups,2023-02-03,69.8,99.7,581.0,11.6,6.8,112.0
